steam_appid,name,metacritic,steam_achievements,steam_trading_cards,workshop_support,genres,achievements_total,release_date,supported_platforms
835040,美少女夏日欢乐!,,True,False,False,"Sexual Content, Casual, Indie",36.0,"May 24, 2018",['windows']
834880,Acro FS,,False,False,False,"Simulation, Early Access",0.0,"May 23, 2018",['windows']
834440,NAMELESS,,True,False,False,"Action, Adventure, Indie",14.0,"Oct 25, 2018",['windows']
834150,Glare1more,,False,True,False,"Adventure, Indie",,"Sep 14, 2018",['windows']
833690,Cubesc,,False,False,False,"Casual, Indie",,"Apr 24, 2018",['windows']
833700,City Bus Simulator 2018,,False,False,False,"Indie, Simulation",,"Apr 18, 2018",['windows']
833760,Exploration Pro,,False,False,False,"Action, Adventure, Casual, Simulation, Strategy",,"Jul 5, 2018","['windows', 'mac']"
832990,Apocalypse Rider,,True,False,False,"Action, Racing, Simulation",25.0,"Aug 23, 2018",['windows']
833150,Hungry Fish Evolution,,True,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation",16.0,"Apr 11, 2018",['windows']
832470,Season Up,,False,False,False,Indie,,"Apr 6, 2018",['windows']
832650,Royal Adventure,,True,False,False,"Adventure, Indie, RPG, Strategy",51.0,"Apr 19, 2018","['windows', 'mac']"
832720,Dungeon Brewmaster,,False,False,False,"Adventure, Simulation, Early Access",,"May 23, 2018",['windows']
832020,Questery,,True,False,False,"Adventure, Indie",5.0,"Apr 30, 2018",['windows']
831490,Draw Near,,True,False,False,"Action, Adventure, Indie, Simulation, Free To Play",12.0,"Apr 15, 2018",['windows']
831590,VRQ Test,,False,False,False,"Casual, Free To Play, Simulation",,"Apr 11, 2018",['windows']
830410,Nogalious,,True,False,False,"Adventure, Indie",99.0,"Aug 8, 2018",['windows']
828900,The Stillness of the Wind,76.0,False,False,False,"Adventure, Indie",,"Feb 7, 2019","['windows', 'mac']"
828580,NEKO-NIN exHeart 2,,False,True,False,"Casual, Indie",,"Apr 27, 2018",['windows']
828030,One Ping Only,,False,False,False,"Action, Adventure, Casual, Free To Play, Indie",,"Apr 14, 2018",['windows']
828250,Stargazer program,,True,False,False,"Action, Casual",26.0,"May 23, 2018",['windows']
827610,Dead End Job,,True,False,False,"Action, Indie",36.0,"Dec 13, 2019","['windows', 'linux']"
827830,Castle Agony,,True,False,False,"Adventure, Indie",22.0,"Apr 6, 2018",['windows']
827900,Bounty Hunter: Stampede,,True,False,False,"Action, Casual, Indie",24.0,"Apr 3, 2018",['windows']
827410,Luminous Combat,,False,False,False,"Action, Indie",,"Jul 27, 2018",['windows']
827420,Coin Pusher,,False,False,False,"Casual, Indie, Simulation, Strategy",,"Feb 13, 2019",['windows']
826550,Golf Cart Drive,,False,False,False,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports",,"Apr 2, 2018",['windows']
826450,Paws 'n Claws VR,,False,False,False,"Action, Indie, Strategy",,"May 21, 2018",['windows']
825620,M.I.N.D.,,False,False,False,"Adventure, Casual, Indie",,"May 23, 2018",['windows']
824640,The Witch's Apprentice: A Magical Mishap,,True,False,False,"Casual, Strategy",13.0,"Jun 10, 2018",['windows']
824190,Achievement Clicker 2019,,True,False,False,"Adventure, Casual, Indie, Simulation, Strategy",50.0,"Apr 13, 2018",['windows']
824450,Blockchain Tycoon,,True,False,False,"Casual, Indie, Simulation, Strategy",53.0,"Jan 20, 2021","['windows', 'mac']"
824460,HELLFRONT: HONEYMOON,,True,False,False,"Action, Indie, Strategy",25.0,"Dec 19, 2018",['windows']
823640,Gnomes Garden Lost King,,True,False,False,"Casual, Indie, Strategy",27.0,"Jun 11, 2018",['windows']
823670,HYKEE - Episode 1: Underwater,,False,False,False,"Adventure, Indie",,"Apr 13, 2018",['windows']
822940,Tori,,False,False,False,"Adventure, Casual, Indie",,"Apr 19, 2018","['windows', 'mac']"
823290,Pokka Man,,False,False,False,"Action, Casual, Indie, Strategy",,"Apr 2, 2018",['windows']
822510,Struggle For Survival VR : Battle Royale,,False,False,False,"Action, Adventure, Massively Multiplayer, Simulation",,"Apr 24, 2018",['windows']
822800,Soulfire,,False,False,False,"Action, Indie",,"Aug 3, 2020",['windows']
822040,Super Volley Blast,,True,False,False,"Casual, Indie, Sports",25.0,"Nov 1, 2018",['windows']
822250,GL1TCH,,False,False,False,"Action, Indie, Strategy",,"Mar 28, 2018",['windows']
821640,Floor Kids,,True,False,False,"Action, Casual, Indie, Sports",31.0,"May 16, 2018","['windows', 'mac']"
821870,StarBall,,True,False,False,"Action, Sports",21.0,"May 20, 2022",['windows']
820780,Dungeon Jump - 地牢跳跃,,False,False,False,"Action, Casual, Indie",,"Jun 13, 2019",['windows']
820880,Helping Hand,,True,False,False,"Casual, Indie, Simulation",24.0,"Jul 26, 2018","['windows', 'mac']"
820320,Word Typing Game,,False,False,False,"Casual, Indie",,"Apr 5, 2018",['windows']
819940,Rum Ram,,False,False,False,"Action, Casual, Indie",,"Oct 14, 2020",['windows']
819270,JUSTICE LEGION,,False,False,False,"Action, Casual, Indie, Strategy",,"Jun 27, 2018",['windows']
819330,Quaddro 2,,True,False,False,"Casual, Indie",20.0,"Mar 29, 2018","['windows', 'mac', 'linux']"
819550,Cheese Maze,,True,False,False,"Casual, Indie",40.0,"May 9, 2018","['windows', 'mac']"
818940,Oakwood Academy of Spells and Sorcery,,False,False,False,"Casual, Indie",,"Mar 26, 2018","['windows', 'mac', 'linux']"
819030,STEINS;GATE ELITE,,True,False,False,Adventure,26.0,"Feb 19, 2019",['windows']
818360,Wildbus,,True,False,False,"Adventure, Indie, RPG",60.0,"Aug 30, 2019",['windows']
818420,jump kingdom,,True,False,False,"Action, Indie",5.0,"Oct 8, 2020",['windows']
818580,Shapestorm,,False,False,False,"Action, Casual, Indie, Strategy",,"Apr 1, 2018",['windows']
817820,"The ""Quiet, Please!"" Collection",,True,False,False,"Adventure, Indie",46.0,"Mar 30, 2018",['windows']
818220,Fatal Stormer,,True,False,False,"Action, Casual, Indie",11.0,"Apr 4, 2018",['windows']
817440,AngelShooter,,False,False,False,"Action, Indie",,"May 4, 2018","['windows', 'mac']"
817470,ToaZZle,,True,False,False,"Adventure, Casual, Indie, Sports, Strategy",5.0,"Mar 20, 2018","['windows', 'mac']"
816810,Unlight:SchizoChronicle,,False,False,False,"Casual, Free To Play",,"May 21, 2018",['windows']
816870,Kill 'Em All,,True,False,False,"Action, Indie",31.0,"May 31, 2018",['windows']
817110,Bitcoin VS Brain,,True,False,False,"Casual, Indie",59.0,"Mar 15, 2018",['windows']
816090,Space Hulk: Deathwing Enhanced Edition,,True,False,False,"Action, Adventure",23.0,"May 22, 2018",['windows']
816160,Score a goal 2 (Physical football),,True,False,False,"Casual, Indie, Sports",26.0,"Mar 16, 2018","['windows', 'mac', 'linux']"
816170,Spectrubes Infinity,,True,False,True,"Adventure, Indie",10.0,"Apr 20, 2018","['windows', 'mac', 'linux']"
815440,Time Transit VR,,False,False,False,"Action, Adventure",,"Feb 26, 2019",['windows']
815630,Majula Frontier,,True,False,False,"Indie, RPG, Strategy",26.0,"Sep 19, 2018",['windows']
815030,SKULL FEAST,,False,False,False,"Action, Indie, Massively Multiplayer",,"Sep 13, 2018",['windows']
815320,Catify VR,,True,False,False,"Adventure, Simulation",10.0,"Jun 28, 2018",['windows']
814530,Death Crown,,True,True,False,"Indie, Strategy",22.0,"Aug 23, 2019",['windows']
814550,Cherry Island,,True,False,False,"Action, Indie, Simulation",41.0,"Oct 19, 2021",['windows']
814570,The Great Escape,54.0,False,False,False,"Action, Adventure, Simulation, Strategy",,"Apr 13, 2018",['windows']
814660,The Unintended Consequences of Curiosity,,True,False,False,"Action, Adventure, Casual, RPG",13.0,"Mar 22, 2019",['windows']
814710,The Rhys510 Flash Back,,False,False,False,"Action, Adventure, Casual, Indie",,"Mar 26, 2018",['windows']
814730,Rogue Frontiers,,True,False,False,"Adventure, Casual, Indie, RPG",4.0,"Jan 8, 2024",['windows']
814200,Simple Story - Alex,,True,False,False,Adventure,8.0,"Mar 22, 2018",['windows']
814000,ONE PIECE ODYSSEY,77.0,True,False,False,"Action, Adventure, Casual, RPG",56.0,"Jan 12, 2023",['windows']
813590,Solas and the White Winter,,True,False,False,"Adventure, Indie",6.0,"Apr 13, 2018",['windows']
813440,DrillsVR,,False,False,False,"Action, Free To Play, Indie, Simulation, Sports",0.0,"Jun 28, 2018",['windows']
812770,Lunapark VR,,False,False,False,Casual,,"Mar 9, 2018",['windows']
812450,The m0rg VS keys,,True,False,False,"Casual, Indie",20.0,"Mar 29, 2018",['windows']
811880,Close Combat: The Bloody First,,False,False,False,"Simulation, Strategy",,"Oct 3, 2019",['windows']
811890,Perky Little Things,,True,False,False,"Adventure, Casual, Indie",10.0,"Feb 14, 2020","['windows', 'mac', 'linux']"
811950,Bloody Faerie,,True,False,False,"Action, Indie",12.0,"Sep 28, 2018",['windows']
811450,Dongo Adventure,,False,False,False,"Adventure, Indie",,"Dec 6, 2018",['windows']
811790,Project Plainsight,,False,False,False,"Action, Indie, Early Access",,"Sep 27, 2019","['windows', 'linux']"
810000,Manaya,,True,False,False,"Action, Adventure, Indie",14.0,"May 25, 2018","['windows', 'mac', 'linux']"
810190,Zombie Town : Online,,False,False,False,"Action, Casual, Indie, Massively Multiplayer",,"Jun 4, 2018",['windows']
810200,blue.,,False,False,False,"Casual, Free To Play, Indie",,"Mar 21, 2018",['windows']
809680,Panzer Hearts - War Visual Novel,,True,False,False,"Adventure, Casual, Indie",5.0,"Apr 25, 2018","['windows', 'mac', 'linux']"
809230,Unity of Command II,88.0,True,True,True,"Indie, Simulation, Strategy",10.0,"Nov 12, 2019","['windows', 'mac']"
809250,BEKKOUAME,,True,False,False,"Action, Adventure, Free To Play, Indie",22.0,"Apr 11, 2018",['windows']
808880,MiniTracks,,True,False,False,"Casual, Indie, Racing",47.0,"Nov 13, 2020",['windows']
807840,Fuse Balls,,True,False,False,"Casual, Indie",10.0,"Mar 8, 2018","['windows', 'mac']"
808010,Critadel,,True,False,False,"Action, Adventure, Indie, RPG",35.0,"Oct 12, 2021",['windows']
808020,Nightmare Pop!,,False,False,False,"Indie, Early Access",,"Apr 5, 2018",['windows']
806900,Them Bombs,,False,False,False,"Casual, Indie",,"Jul 10, 2019","['windows', 'mac']"
806150,Bloody and cruel story of toys,,False,False,False,"Action, Casual, Indie",,"Mar 7, 2018",['windows']
806490,As We Know It,,False,False,False,"Casual, Indie, Simulation",,"May 8, 2019","['windows', 'mac']"
805690,Fear Half Factor,,True,False,False,"Casual, Indie",48.0,"Mar 2, 2018","['windows', 'linux']"
805900,Metal Division,,True,False,False,"Action, Casual, Indie, Simulation, Strategy",20.0,"Jan 15, 2019","['windows', 'linux']"
805470,CubicPanic,,True,False,False,"Casual, Indie",10.0,"May 4, 2018",['windows']
804680,Virtual Ninja VR,,False,False,False,"Action, Adventure, Indie",10.0,"Jul 16, 2018",['windows']
804460,LAST WAR 2044,,True,False,False,"Action, Strategy, Early Access",8.0,"Mar 9, 2018",['windows']
803760,Free At Last,,False,False,False,"Adventure, Casual, Indie",,"Nov 2, 2019",['windows']
803030,Seek Or Die,,True,False,False,"Casual, Free To Play, Indie",3.0,"Apr 27, 2018",['windows']
803050,Per Aspera,78.0,True,True,True,"Indie, Simulation, Strategy",55.0,"Dec 3, 2020",['windows']
803150,Nephise: Ascension,,True,True,False,"Adventure, Casual",10.0,"Feb 27, 2018",['windows']
801910,Orbos,,False,False,False,"Action, Casual, Free To Play, Indie, Early Access",,"May 3, 2018",['windows']
801490,HellCrunch,,True,False,False,"Action, Indie",10.0,"Mar 16, 2018",['windows']
801260,NOSTALGIC TRAIN,,False,False,False,"Adventure, Indie",,"Jun 12, 2018",['windows']
800330,Color Circle,,True,False,False,"Action, Casual, Indie",11.0,"Mar 30, 2018","['windows', 'mac', 'linux']"
800600,Wayhaven Chronicles: Book One,,False,False,False,"Adventure, Indie, RPG",,"Mar 8, 2018","['windows', 'mac', 'linux']"
800650,The Last Operator,,False,False,False,Action,,"Sep 5, 2018",['windows']
799830,am i the baddie?,,False,False,False,"Action, Casual, Free To Play, Indie",,"Oct 5, 2021",['windows']
800050,The Great Tournament,,True,False,False,"Adventure, Indie, RPG",20.0,"Feb 9, 2018","['windows', 'mac', 'linux']"
799500,SurvivalZ,,False,False,False,"Action, Adventure, Casual, Indie",,"Jul 26, 2019",['windows']
799640,Dungeon Munchies,,True,False,False,"Action, Adventure, Indie, RPG",35.0,"Jul 27, 2022","['windows', 'mac']"
799670,Volantia,,False,False,False,"Indie, Strategy",,"May 3, 2018","['windows', 'mac']"
799120,ZombieHunt,,False,False,False,"Action, Casual, Simulation",,"Feb 20, 2018",['windows']
798670,Tactical Chronicle,,False,False,False,"Action, Adventure, RPG, Strategy, Early Access",,"Apr 18, 2018",['windows']
798780,Color Cannons+,,False,False,False,Action,,"Sep 20, 2018",['windows']
798790,PolyCube,,True,False,False,"Casual, Indie, Strategy",23.0,"Nov 19, 2018",['windows']
798190,Star Clash,,True,False,False,"Action, Casual, Indie",28.0,"Mar 2, 2018",['windows']
798200,Tomb Exploration VR,,True,False,False,"Action, Adventure, Indie, RPG",9.0,"Mar 8, 2018",['windows']
797400,Railroad Corporation,,True,True,True,"Simulation, Strategy",79.0,"Nov 18, 2019",['windows']
797420,Night Drive VR,,False,False,False,"Casual, Indie, Racing",6.0,"Mar 2, 2018",['windows']
797550,Ultimate Panic Flight,,False,False,False,"Action, Casual",,"Mar 5, 2018",['windows']
797570,Go Morse Go! Arcade Edition,,True,False,False,"Indie, Sports",8.0,"Feb 25, 2018","['windows', 'mac']"
796920,Xenoform,,True,False,False,"Action, Casual, Simulation",37.0,"Jul 31, 2018",['windows']
796980,Kai Yuen's Overlapped Universe,,True,False,False,"Action, Adventure, Casual, Indie",9.0,"Oct 31, 2018",['windows']
797200,International Space Station Tour VR,,False,False,False,"Casual, Indie",,"Mar 22, 2018",['windows']
796350,NatureFly,,True,False,False,"Adventure, Indie, Simulation",2.0,"Feb 18, 2018",['windows']
796370,Desert of Vice,,True,False,False,"Adventure, Indie",14.0,"Apr 13, 2018","['windows', 'mac']"
796620,X Mushrooms,,False,False,False,"Action, Adventure, Indie, RPG",,"Mar 13, 2018",['windows']
796640,Mr.Jezko,,True,False,False,"Adventure, Casual, Indie",1113.0,"Feb 21, 2018","['windows', 'mac', 'linux']"
794860,eSail Sailing Simulator,,True,False,False,"Racing, Simulation, Sports",14.0,"Mar 26, 2019","['windows', 'mac']"
794180,PRO FISHING SIMULATOR,,True,False,False,"Casual, Simulation, Sports",47.0,"Nov 29, 2018",['windows']
793880,MIRAGE,,False,False,False,"Casual, Indie, Simulation",,"Jun 21, 2018",['windows']
793940,MOAI 5: New Generation Collector’s Edition,,True,False,False,"Casual, Simulation",71.0,"Mar 29, 2018",['windows']
793510,Dusk Of Confinement,,False,False,False,"Adventure, Indie",,"Feb 23, 2018",['windows']
792800,Adventures of Hendri,,True,False,False,"Action, Adventure, Casual, Indie",3.0,"Mar 7, 2018",['windows']
792160,Heroes Of Hellas 4: Birth Of Legend,,True,False,False,"Adventure, Casual, Strategy",70.0,"Feb 14, 2018",['windows']
792190,Iridescence,,True,False,False,"Action, Indie",21.0,"Dec 7, 2018",['windows']
792350,Joy Climb,,True,False,False,"Action, Indie",5.0,"Mar 2, 2018","['windows', 'mac', 'linux']"
791740,Gladiators Of The Arena,,False,False,False,"Action, Indie, Simulation",,"Mar 2, 2018",['windows']
791370,Xploquest 2,,True,False,False,"Adventure, RPG",15.0,"Feb 20, 2018","['windows', 'mac', 'linux']"
791430,THE ARCHER: Dead Hunt,,False,False,False,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",,"Feb 6, 2018",['windows']
790410,Futanari Quest,,False,False,False,"Adventure, Casual, RPG",,"Feb 10, 2021",['windows']
789830,[TDA03] Muv-Luv Unlimited: THE DAY AFTER - Episode 03 REMASTERED,,True,True,False,"Adventure, Casual",16.0,"Feb 4, 2021",['windows']
789980,Twilight on Yulestead,,False,False,False,"Adventure, Casual, Indie, RPG",,"Apr 13, 2018",['windows']
790060,The Void Rains Upon Her Heart,,True,True,False,"Action, Indie, Early Access",738.0,"Feb 14, 2018",['windows']
790100,Project Tank,,False,False,False,"Action, Adventure, Indie, RPG, Early Access",,"Mar 1, 2018",['windows']
789490,Boom! Maze,,False,False,False,"Casual, Indie",,"Sep 6, 2018",['windows']
789670,UNHALLOWED: THE CABIN,,False,False,False,"Action, Indie, Strategy",,"Aug 24, 2018",['windows']
788970,Hidden Object Adventure: Captain Nemo. Objets Cachés,,True,True,False,"Adventure, Casual, Indie",5.0,"Feb 2, 2018","['windows', 'mac']"
789200,S.P.I.K.E: ARENA,,True,False,False,"Action, Casual, Indie, Massively Multiplayer",1.0,"Apr 23, 2018",['windows']
788670,Waxworks: Curse of the Ancestors,,False,False,False,"Action, Adventure, Indie, RPG",,"Dec 20, 2021",['windows']
788150,Go Away My Fat,,False,False,False,"Action, Casual, Indie",6.0,"Mar 30, 2018",['windows']
787740,Construction Simulator 2 US - Pocket Edition,,True,False,False,Simulation,76.0,"Sep 12, 2018",['windows']
787860,Farming Simulator 19,73.0,True,True,False,Simulation,23.0,"Nov 19, 2018","['windows', 'mac']"
787220,Annotation of Love,,True,False,False,"Casual, Free To Play, Indie",14.0,"Mar 27, 2018","['windows', 'mac', 'linux']"
787460,Squash Kings VR,,False,False,False,"Action, Casual, Indie, Simulation, Sports, Early Access",,"Mar 12, 2018",['windows']
787530,Pale Lands VR,,False,False,False,"Action, Casual, Indie, Early Access",13.0,"Mar 5, 2018",['windows']
787580,10 Pin Bowling (VR Support),,False,False,False,"Simulation, Sports, Early Access",16.0,"May 28, 2021",['windows']
786800,Puzzles By Axis,,True,False,False,"Casual, Indie",11.0,"Feb 15, 2018",['windows']
786820,SOK MAX,,True,False,False,"Casual, Indie",53.0,"Feb 12, 2018",['windows']
787070,Super Ledgehop: Double Laser,,True,True,False,"Action, Adventure, Indie",16.0,"Nov 16, 2018",['windows']
787100,Homeworld Defense,,True,False,False,"Action, Adventure, Indie, Strategy",20.0,"Feb 8, 2018",['windows']
786410,An Aspie Life,,True,False,False,"Adventure, Casual, Indie, Simulation, Free To Play",23.0,"Mar 29, 2018",['windows']
786450,Don't Bite Me Bro! +,,True,False,False,"Action, Adventure, Indie, RPG, Simulation, Strategy",21.0,"Jul 16, 2018","['windows', 'mac', 'linux']"
786060,Sea of Lies: Burning Coast Collector's Edition,,False,False,False,"Adventure, Casual",,"Jan 26, 2018",['windows']
786110,Cubes,,False,False,False,Indie,,"Jan 11, 2019",['windows']
785430,Space Farm,,True,False,False,"Indie, RPG, Simulation",25.0,"Oct 16, 2020","['windows', 'mac']"
785640,Luminescence,,True,False,False,Casual,4.0,"Mar 30, 2018",['windows']
784110,bLogic Blox,,True,False,True,"Indie, Simulation",12.0,"Nov 12, 2018","['windows', 'mac', 'linux']"
783180,Fairune Collection,,True,False,False,"Adventure, RPG",28.0,"May 16, 2018",['windows']
782190,The Seven Districts of Sin: The Tail Makes the Fox - Episode 1,,True,False,False,"Casual, Simulation",20.0,"Feb 8, 2018","['windows', 'mac', 'linux']"
781480,Tech Support: Error Unknown,70.0,True,True,False,"Adventure, Casual, Indie, Simulation",18.0,"Feb 27, 2019","['windows', 'mac', 'linux']"
781630,Iffy Institute,,True,False,False,"Action, Casual, Indie, Strategy",27.0,"Feb 1, 2019",['windows']
780970,Food Dream Factory 梦想的美食世界：研发美食开心制作糖果模拟经营养成,,False,False,False,"Casual, Indie, Simulation, Strategy, Early Access",,"Oct 15, 2018",['windows']
780080,Bikour!,,False,False,False,"Action, Casual, Indie, Racing, Simulation, Sports, Strategy",,"Jan 22, 2018",['windows']
779590,Scavenger SV-4,,False,False,False,"Action, Adventure, Indie, Simulation",,"Jan 31, 2018",['windows']
779620,Empty Town,,True,False,False,"Action, Adventure",8.0,"Jun 4, 2018",['windows']
777610,Drumming,,False,False,False,"Casual, Indie, Simulation",1.0,"Dec 5, 2024",['windows']
777220,审判者 The Inquisitor,,False,False,False,"Indie, RPG, Strategy",8.0,"Jan 18, 2018",['windows']
777240,Tren0,,True,False,False,"Adventure, Casual, Indie, RPG",16.0,"Feb 22, 2018",['windows']
777380,Fleets of Ascendancy,,True,False,False,"Indie, Strategy",30.0,"Apr 6, 2018",['windows']
776280,Lux Ex - Legacy,,False,False,False,"Action, Indie",,"Jun 17, 2022",['windows']
776290,Kamikazo VR,,False,False,False,"Action, Racing, Simulation",,"Jan 12, 2018",['windows']
776340,Gay World,,True,True,False,"Casual, Indie, Simulation",8.0,"Jan 18, 2018",['windows']
776360,A Walk Along the Wall,,True,False,False,"Action, Indie",19.0,"Jan 16, 2018",['windows']
776020,Choice of the Vampire: The Fall of Memphis,,True,False,False,"Adventure, Indie, RPG",18.0,"Feb 9, 2018","['windows', 'mac', 'linux']"
775620,Fight or Flight,,False,False,False,"Action, Indie, Free To Play, Early Access",,"Oct 27, 2020",['windows']
774351,Citystate,,True,False,False,"Casual, Indie, Simulation, Strategy",30.0,"Feb 22, 2018",['windows']
774051,Dream On The Moon,,False,False,False,"Action, Adventure, Casual, Indie, Sports, Early Access",,"Feb 20, 2018",['windows']
774191,Car Puzzler,,True,False,False,"Casual, Indie",14.0,"Jan 25, 2018","['windows', 'mac', 'linux']"
774321,STARBO - The Story of Leo Cornell,,True,False,False,"Action, Adventure, Indie",15.0,"Jan 4, 2018","['windows', 'mac', 'linux']"
773570,Log Challenge,,False,False,False,"Action, Casual, Indie, Sports",,"Jan 4, 2018",['windows']
771870,Bullet Runner,,True,False,False,"Action, Adventure, Indie",24.0,"Nov 14, 2024",['windows']
772070,Harvest Seasons,,True,True,False,"Casual, Free To Play, Indie, Simulation, Strategy",428.0,"Feb 23, 2018",['windows']
772290,Rainswept,67.0,True,False,False,"Adventure, Indie",19.0,"Feb 1, 2019","['windows', 'mac', 'linux']"
771470,Stage Fright (by Broan Games),,False,False,False,"Action, Indie",,"Feb 1, 2018","['windows', 'mac']"
771560,FFXV WINDOWS EDITION 4K Resolution Pack,,True,True,False,RPG,,"Mar 6, 2018",['windows']
771770,Isles of Etherion,,True,False,False,"Action, Adventure, Casual, Indie, RPG, Early Access",65.0,"Sep 29, 2022",['windows']
771010,Containment,,True,False,False,"Casual, Indie, Simulation, Strategy",14.0,"Feb 9, 2018","['windows', 'mac', 'linux']"
770110,Twilight Path,60.0,True,False,False,"Adventure, Casual, Indie",10.0,"Oct 2, 2018",['windows']
769630,紅蜘蛛外伝：暗戦,,False,False,False,Adventure,,"May 19, 2018","['windows', 'mac']"
769690,Reading Simulator,,False,False,False,"Indie, Simulation",,"Dec 29, 2017",['windows']
770020,Royal Tumble,,False,False,False,"Action, Casual, Indie, Simulation, Strategy",,"Jan 9, 2018","['windows', 'mac']"
769030,Twine3D,,False,False,False,Casual,,"Dec 26, 2017",['windows']
768270,Lisssn,,False,False,False,Adventure,,"Jan 31, 2018",['windows']
768550,Zanshin,,False,False,False,"Violent, Gore, Action, Indie, Simulation, Sports, Early Access",,"Jan 30, 2018",['windows']
768020,The mysterious ship（诡船谜案）,,False,False,False,"Adventure, Casual, Indie, Simulation",,"May 25, 2018",['windows']
768130,Aiso,,False,False,False,"Action, Adventure, Indie, RPG",,"Jan 5, 2018",['windows']
768180,Truck Driver,,True,False,False,"Adventure, Casual, Simulation",35.0,"May 27, 2021",['windows']
767200,Chinese Ink Painting Puzzle & Creator / 國畫拼圖創作家,,True,False,True,"Casual, Indie",26.0,"Feb 14, 2018",['windows']
766000,Kenshō,,False,False,False,"Casual, Indie",10.0,"Jan 31, 2018","['windows', 'mac', 'linux']"
765650,TSUKUMOHIME,,True,False,False,"Casual, Free To Play",35.0,"Jan 24, 2018",['windows']
765710,Light Bearers,,False,False,False,"Action, Casual, Indie, Free To Play",,"Oct 23, 2018",['windows']
765890,Leisure Suit Larry 7 - Love for Sail,,False,False,False,Adventure,,"Dec 22, 2017",['windows']
765370,RTS Commander: Smash the Rebels,,True,False,False,"Adventure, Indie, Strategy",10.0,"Dec 28, 2018",['windows']
764720,Oh No! Ninjas!,,True,False,False,"Casual, Indie",76.0,"Jan 4, 2018",['windows']
764870,Bubblien Pop,,True,False,False,"Action, Casual, Indie",24.0,"Jan 6, 2018",['windows']
764470,Gear Path,,True,False,False,"Action, Adventure, Indie",5.0,"Dec 20, 2017","['windows', 'mac', 'linux']"
763380,Koikoi,,False,False,False,RPG,,"Jul 18, 2018","['windows', 'mac']"
763410,Long Live Santa!,,False,False,False,"Action, Free To Play, Indie",,"Dec 19, 2017","['windows', 'mac']"
763430,Front Defense: Heroes,,False,False,False,Action,,"May 15, 2019",['windows']
763610,Freakshow:Anniversary,,True,False,False,"Adventure, Casual, Free To Play, Indie, Strategy",13.0,"Apr 24, 2018",['windows']
762650,Depraved,,True,True,False,"Indie, Simulation, Strategy",13.0,"Sep 21, 2019","['windows', 'mac', 'linux']"
762670,Astro Joust,,True,False,False,Action,27.0,"Mar 28, 2018",['windows']
762360,Hexed,,True,False,False,"Casual, Indie",92.0,"Feb 19, 2018",['windows']
762630,Dark Wish,,True,False,True,"Adventure, Indie",23.0,"Jan 4, 2019",['windows']
761910,Worbital,76.0,True,True,False,"Action, Indie, Strategy",43.0,"Jan 31, 2019","['windows', 'mac']"
761920,Zenodeath,,True,False,False,"Action, Indie",17.0,"Sep 4, 2020",['windows']
761930,Code Name: Origin,,False,False,False,"Action, Adventure, Indie",,"Dec 27, 2017",['windows']
761670,Grisaia Phantom Trigger Vol.4,,True,True,False,"Adventure, Casual",25.0,"Jan 25, 2018",['windows']
760990,WeakWood Throne,,True,False,False,"Action, Indie, RPG",21.0,"Jan 30, 2018",['windows']
761110,Infinity Escape,,True,False,False,"Action, Casual, Indie",13.0,"Jan 24, 2018","['windows', 'mac', 'linux']"
2694490,Path of Exile 2,,False,False,False,"Action, Adventure, Massively Multiplayer, RPG, Early Access",,"Dec 6, 2024",['windows']
3355550,Fari Stjornu,,False,False,False,"Adventure, RPG, Early Access",,"Dec 20, 2024","['windows', 'linux']"
475150,Titan Quest Anniversary Edition,,True,True,True,"Action, RPG",115.0,"Aug 31, 2016",['windows']
3034590,Chapatriste,,False,False,False,"Action, Indie, Free To Play",,"Jul 4, 2024",['windows']
3290710,RATSHAKER™,,True,False,False,"Action, Adventure, Casual, Indie",9.0,"Oct 31, 2024",['windows']
2510770,Stella of The End,,True,False,False,"Adventure, Casual, Simulation",22.0,"Sep 25, 2023",['windows']
1117090,Purple Place - Classic Games,,True,False,False,"Casual, Indie, Simulation",26.0,"Oct 20, 2023","['windows', 'mac', 'linux']"
219830,King Arthur's Gold,81.0,True,True,False,"Action, Free To Play, Indie",64.0,"Nov 5, 2013","['windows', 'linux']"
2325800,Gearhead Karting Simulator - Mechanic & Racing,,False,False,False,"Action, Racing, Simulation, Sports",,"Sep 12, 2023",['windows']
1692210,Trump Loves Russia,,False,False,False,"Action, Adventure, Casual, Indie",,"Aug 11, 2021",['windows']
2942780,Bloobs Adventure Idle,,True,False,False,"Adventure, Casual, Indie, RPG, Early Access",75.0,"Jul 15, 2024",['windows']
1714190,Breakout: Recharged,,True,False,False,"Action, Casual",15.0,"Feb 10, 2022","['windows', 'mac', 'linux']"
2899890,飛天歷險2025(Dream Of Mirror Online),,False,False,False,"Massively Multiplayer, RPG, Free To Play",,"Jun 18, 2024",['windows']
3262480,JUMP! The Floor Is...,,True,False,False,"Action, Adventure",12.0,"Jan 10, 2025",['windows']
2527390,Dead Rising Deluxe Remaster,79.0,True,True,False,"Action, Adventure",50.0,"Sep 18, 2024",['windows']
2023000,Batsugun,,True,False,False,Action,37.0,"Feb 1, 2024","['windows', 'mac', 'linux']"
